form_id,pair_index,pair_type,item_A_id,item_A_text,item_A_category,item_B_id,item_B_text,item_B_category,response_options
F017,4,within,V018,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your physician.,Performance/Load Management,V014,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F017,5,within,V008,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V003,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F018,1,within,V028,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your head coach.",Performance/Team Readiness,V029,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your whole team.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F018,2,cross,V025,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your sports scientist.",Performance/Team Readiness,V005,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F018,3,within,V004,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V007,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F018,4,within,V004,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V003,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F018,5,within,V007,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,V005,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F019,1,within,V034,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your head coach.",Performance/Team Readiness,V025,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your sports scientist.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F019,2,cross,V028,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your head coach.",Performance/Team Readiness,V005,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F019,3,cross,V017,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your athletic trainer.,Performance/Load Management,V006,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your physician.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F019,4,cross,V032,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your athletic trainer.",Performance/Team Readiness,V018,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your physician.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F019,5,within,V025,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your sports scientist.",Performance/Team Readiness,V035,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your whole team.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F020,1,cross,V024,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and keeps the results private and does not share them further.",Performance/Team Readiness,V014,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F020,2,within,V001,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,V003,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F020,3,cross,V003,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,V024,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and keeps the results private and does not share them further.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F020,4,cross,V002,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your athletic trainer.,Clinical/Health Concern,V024,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and keeps the results private and does not share them further.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F020,5,within,V008,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V005,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F021,1,cross,V019,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,V008,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F021,2,within,V011,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your head coach.,Performance/Load Management,V014,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F021,3,within,V007,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,V004,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F021,4,within,V004,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V003,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F021,5,within,V022,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your athletic trainer.,Performance/Load Management,V016,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your head coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F022,1,cross,V032,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your athletic trainer.",Performance/Team Readiness,V015,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your strength coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F022,2,cross,V035,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your whole team.",Performance/Team Readiness,V003,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F022,3,within,V005,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,V004,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F022,4,within,V004,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V001,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F022,5,cross,V005,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,V035,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your whole team.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F023,1,within,V017,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your athletic trainer.,Performance/Load Management,V010,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your sports scientist.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F023,2,cross,V025,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your sports scientist.",Performance/Team Readiness,V021,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your sports scientist.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F023,3,within,V035,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your whole team.",Performance/Team Readiness,V030,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and keeps the results private and does not share them further.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F023,4,cross,V021,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your sports scientist.,Performance/Load Management,V029,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your whole team.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F023,5,cross,V001,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,V030,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and keeps the results private and does not share them further.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F024,1,cross,V007,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,V016,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your head coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F024,2,cross,V007,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,V015,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your strength coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F024,3,cross,V030,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and keeps the results private and does not share them further.",Performance/Team Readiness,V003,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F024,4,within,V023,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your physician.,Performance/Load Management,V021,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your sports scientist.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F024,5,cross,V008,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V019,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F025,1,cross,V030,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and keeps the results private and does not share them further.",Performance/Team Readiness,V020,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your strength coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F025,2,cross,V027,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your physician.",Performance/Team Readiness,V020,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your strength coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F025,3,within,V021,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your sports scientist.,Performance/Load Management,V016,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your head coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F025,4,cross,V010,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your sports scientist.,Performance/Load Management,V026,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your athletic trainer.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F025,5,within,V006,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your physician.,Clinical/Health Concern,V004,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F026,1,within,V033,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your physician.",Performance/Team Readiness,V035,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your whole team.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F026,2,cross,V009,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,V006,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your physician.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F026,3,within,V018,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your physician.,Performance/Load Management,V017,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your athletic trainer.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F026,4,within,V011,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your head coach.,Performance/Load Management,V014,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F026,5,cross,V015,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your strength coach.,Performance/Load Management,V032,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your athletic trainer.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F027,1,within,V017,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your athletic trainer.,Performance/Load Management,V023,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your physician.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F027,2,within,V019,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,V018,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your physician.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F027,3,cross,V008,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V010,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your sports scientist.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F027,4,within,V003,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,V002,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your athletic trainer.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F027,5,cross,V009,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,V003,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F028,1,cross,V025,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your sports scientist.",Performance/Team Readiness,V002,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your athletic trainer.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F028,2,within,V011,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your head coach.,Performance/Load Management,V013,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your physician.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F028,3,within,V025,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your sports scientist.",Performance/Team Readiness,V035,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your whole team.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F028,4,cross,V006,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your physician.,Clinical/Health Concern,V009,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and does not share the information further.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F028,5,within,V027,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your physician.",Performance/Team Readiness,V032,"You send your menstrual cycle data to your team's sports scientist, along with the rest of the team's data. The sports scientist aggregates the data and passes the results along to your athletic trainer.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F029,1,within,V004,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V001,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and does not share the information further.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F029,2,cross,V004,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your strength coach.,Clinical/Health Concern,V015,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your strength coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F029,3,within,V010,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your sports scientist.,Performance/Load Management,V023,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your physician.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F029,4,within,V026,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your athletic trainer.",Performance/Team Readiness,V028,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your head coach.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F029,5,cross,V027,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your physician.",Performance/Team Readiness,V015,You send your menstrual cycle data to your team's sports scientist. The sports scientist evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your strength coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F030,1,within,V025,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your sports scientist.",Performance/Team Readiness,V026,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your athletic trainer.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F030,2,cross,V010,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your sports scientist.,Performance/Load Management,V029,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your whole team.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
F030,3,within,V002,You send your menstrual cycle data to your team's physician. The physician evaluates the data for a health concern and passes it along to your athletic trainer.,Clinical/Health Concern,V007,You send your menstrual cycle data to your team's athletic trainer. The athletic trainer evaluates the data for a health concern and passes it along to your head coach.,Clinical/Health Concern,A / B / Neither of these is something I'd be comfortable with
F030,4,within,V012,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your athletic trainer.,Performance/Load Management,V020,You send your menstrual cycle data to your team's head coach. The head coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your strength coach.,Performance/Load Management,A / B / Neither of these is something I'd be comfortable with
F030,5,cross,V013,You send your menstrual cycle data to your team's strength coach. The strength coach evaluates the data to decide whether to increase or reduce your training load that day and passes it along to your physician.,Performance/Load Management,V028,"You send your menstrual cycle data to your team's strength coach, along with the rest of the team's data. The strength coach aggregates the data and passes the results along to your head coach.",Performance/Team Readiness,A / B / Neither of these is something I'd be comfortable with
